"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:59:14,FALSE,NA,"936384156480823297",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","SansaJordi",637,TRUE,FALSE,NA,NA
"2","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:58:58,FALSE,NA,"936384087249641473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","escatxic1",637,TRUE,FALSE,NA,NA
"3","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:57:29,FALSE,NA,"936383713759432704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ergoal",637,TRUE,FALSE,NA,NA
"4","RT @jurgenvontopfer: Heard rumours that yellow is being banned in #Catalonia
Is this new nonsense true? #indyref 
Are we banning blue in #S…",FALSE,0,NA,2017-11-30 23:57:07,FALSE,NA,"936383621031694336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jbuehler777",31,TRUE,FALSE,NA,NA
"5","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:56:33,FALSE,NA,"936383479889133570",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","miquibricu",637,TRUE,FALSE,NA,NA
"6","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:56:32,FALSE,NA,"936383478064713728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nuria1966",637,TRUE,FALSE,NA,NA
"7","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:55:32,FALSE,NA,"936383223038398464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ErreVeJota",637,TRUE,FALSE,NA,NA
"8","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:55:24,FALSE,NA,"936383190947782656",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","FrancJfarmo",637,TRUE,FALSE,NA,NA
"9","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:53:49,FALSE,NA,"936382793176768512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rvidalpaulus",637,TRUE,FALSE,NA,NA
"10","RT @ABalagu: #Catalonia Electoral Commission has banned the yellow colour during electoral period. #FreedomPoliticalPrisoners <ed><U+00A0><U+00BC><ed><U+00BE><U+0097><ed><U+00A0><U+00BC><ed><U+00BE><U+0097><ed><U+00A0><U+00BC><ed><U+00BE><U+0097><ed><U+00A0><U+00BC><ed><U+00BE><U+0097><ed><U+00A0><U+00BC><ed><U+00BE><U+0097><ed><U+00A0><U+00BC><ed><U+00BE><U+0097><ed><U+00A0><U+00BC><ed><U+00BE><U+0097><ed><U+00A0><U+00BC><ed><U+00BE><U+0097><ed><U+00A0><U+00BC><ed><U+00BE><U+0097><ed><U+00A0><U+00BC><ed><U+00BE><U+0097> @U…",FALSE,0,NA,2017-11-30 23:53:02,FALSE,NA,"936382594966544384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GeneralMoragues",37,TRUE,FALSE,NA,NA
"11","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:52:45,FALSE,NA,"936382525777371141",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HelleKettner",637,TRUE,FALSE,NA,NA
"12","RT @ramontremosa: Radios in #Catalan language: audience reaches record high ever, clearly leading marketshare in #Catalonia

Congratulation…",FALSE,0,NA,2017-11-30 23:52:09,FALSE,NA,"936382373498941440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SofiaS_free",92,TRUE,FALSE,NA,NA
"13","RT @denterd: Spain’s takeover of #Catalonia casts uncertainty on exhumation of mass graves from the civil war and Franco's dictatorship htt…",FALSE,0,NA,2017-11-30 23:50:52,FALSE,NA,"936382050399080449",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","338e039f14ec4ba",57,TRUE,FALSE,NA,NA
"14","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:49:53,FALSE,NA,"936381800548618240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_EsterLitzia_",637,TRUE,FALSE,NA,NA
"15","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:48:50,FALSE,NA,"936381539671269376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BascuPere",637,TRUE,FALSE,NA,NA
"16","RT @denterd: The Spanish ""democracy"" forbids the yellow awareness ribbons (to show solidarity with the jailed ministers of #Catalonia) duri…",FALSE,0,NA,2017-11-30 23:46:59,FALSE,NA,"936381071947649024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AmadorAmatores",2130,TRUE,FALSE,NA,NA
"17","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:46:58,FALSE,NA,"936381068499996672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rosalynemf",637,TRUE,FALSE,NA,NA
"18","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:46:48,FALSE,NA,"936381025856434176",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","OscarMuS",637,TRUE,FALSE,NA,NA
"19","RT @VerstryngeJorge: El Parlamento de Cataluña acaba de votar el hundimiento de Rajoy y la monarquía española. #DUI #Catalonia",FALSE,0,NA,2017-11-30 23:46:21,FALSE,NA,"936380912538923008",NA,"<a href=""http://catalanrobot.jim.cat"" rel=""nofollow"">Catalonia RT</a>","CatalanRobot",1978,TRUE,FALSE,NA,NA
"20","RT @romaynephoenix: #Catalonia #CatalonianIndependence #ColmToibin
https://t.co/kJ50hlwiOI",FALSE,0,NA,2017-11-30 23:46:13,FALSE,NA,"936380879127146497",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RevSmith0990",12,TRUE,FALSE,NA,NA
"21","RT @VerstryngeJorge: El Parlamento de Cataluña acaba de votar el hundimiento de Rajoy y la monarquía española. #DUI #Catalonia",FALSE,0,NA,2017-11-30 23:45:56,FALSE,NA,"936380808339783682",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","valenciaplaya",1978,TRUE,FALSE,NA,NA
"22","RT @MfHau: Asking @sapoconcho how things are going in #Catalonia: 
-Well, we can't complain
-Everything's alright then?
-No no, I mean we l…",FALSE,0,NA,2017-11-30 23:43:51,FALSE,NA,"936380285612122113",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","criptoindepe",184,TRUE,FALSE,NA,NA
"23","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:43:49,FALSE,NA,"936380276200165376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","millar421",637,TRUE,FALSE,NA,NA
"24","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:42:37,FALSE,NA,"936379972599631872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kataklock",637,TRUE,FALSE,NA,NA
"25","RT @romaynephoenix: #Catalonia #CatalonianIndependence #ColmToibin
https://t.co/kJ50hlwiOI",FALSE,0,NA,2017-11-30 23:41:28,FALSE,NA,"936379686015422464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ochoamiquel",12,TRUE,FALSE,NA,NA
"26","RT @romaynephoenix: #Catalonia #CatalonianIndependence #ColmToibin
https://t.co/kJ50hlwiOI",FALSE,0,NA,2017-11-30 23:40:29,FALSE,NA,"936379437972639745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CataloniaHelp2",12,TRUE,FALSE,NA,NA
"27","RT @denterd: 30 MEPs from 5 different EU party groups demand the release of #Catalonia's political &amp; social leaders jailed in Spain https:/…",FALSE,0,NA,2017-11-30 23:37:07,FALSE,NA,"936378590710697984",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","338e039f14ec4ba",24,TRUE,FALSE,NA,NA
"28","RT @RobertHMerriman: Catalans defending freedom.  

#catalonia #catalunya #spain https://t.co/rFSqwBgmrx",FALSE,0,NA,2017-11-30 23:35:57,FALSE,NA,"936378294957760512",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","338e039f14ec4ba",23,TRUE,FALSE,NA,NA
"29","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:35:38,FALSE,NA,"936378215358181377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lui_Jana",637,TRUE,FALSE,NA,NA
"30","RT @ChristinaSNP: @CatalansForYes Spain bans the colour yellow! 
In solidarity with #Catalonia let’s light up the world in yellow. https://…",FALSE,0,NA,2017-11-30 23:35:16,FALSE,NA,"936378122580185088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","konstantinmx",136,TRUE,FALSE,NA,NA
"31","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:34:40,FALSE,NA,"936377973728600064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joanagiralt",637,TRUE,FALSE,NA,NA
"32","RT @RobertHMerriman: Catalans defending freedom.  

#catalonia #catalunya #spain https://t.co/rFSqwBgmrx",FALSE,0,NA,2017-11-30 23:33:40,FALSE,NA,"936377721449598977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nex72599860",23,TRUE,FALSE,NA,NA
"33","RT @annagestio: A Justice Minister, the one #Spain have, and govt that #EU defend.
He's kiding about the injured people 1 Oct in #Catalonia…",FALSE,0,NA,2017-11-30 23:30:10,FALSE,NA,"936376841434226689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","galarufus",2,TRUE,FALSE,NA,NA
"34","RT @RobertHMerriman: Catalans defending freedom.  

#catalonia #catalunya #spain https://t.co/rFSqwBgmrx",FALSE,0,NA,2017-11-30 23:29:32,FALSE,NA,"936376682243649537",NA,"<a href=""http://catalanrobot.jim.cat"" rel=""nofollow"">Catalonia RT</a>","CatalanRobot",23,TRUE,FALSE,NA,NA
"35","RT @RobertHMerriman: Catalans defending freedom.  

#catalonia #catalunya #spain https://t.co/rFSqwBgmrx",FALSE,0,NA,2017-11-30 23:29:06,FALSE,NA,"936376571178442752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ziggytolomeo",23,TRUE,FALSE,NA,NA
"36","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:29:04,FALSE,NA,"936376564031344640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I_de_Yzaguirre",637,TRUE,FALSE,NA,NA
"37","RT @jurgenvontopfer: Heard rumours that yellow is being banned in #Catalonia
Is this new nonsense true? #indyref 
Are we banning blue in #S…",FALSE,0,NA,2017-11-30 23:27:05,FALSE,NA,"936376064905023488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","albertguilera",31,TRUE,FALSE,NA,NA
"38","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:25:47,FALSE,NA,"936375737376034816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saralidiaester",637,TRUE,FALSE,NA,NA
"39","RT @Ikoniclondon: Barely a quarter of #Catalans want to pursue split from #Spain - poll https://t.co/qkWHqT7sSz #Catalonia",FALSE,0,NA,2017-11-30 23:25:20,FALSE,NA,"936375624465375233",NA,"<a href=""http://catalanrobot.jim.cat"" rel=""nofollow"">Catalonia RT</a>","CatalanRobot",2,TRUE,FALSE,NA,NA
"40","RT @Ikoniclondon: Barely a quarter of #Catalans want to pursue split from #Spain - poll https://t.co/qkWHqT7sSz #Catalonia",FALSE,0,NA,2017-11-30 23:25:01,FALSE,NA,"936375543297204227",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoeAlvarezUK",2,TRUE,FALSE,NA,NA
"41","Ever cared what Pamela Anderson thought of European politics? #Catalonia h/t @cjcmichel https://t.co/8pZxoFzaJw",FALSE,6,NA,2017-11-30 23:23:27,FALSE,NA,"936375151947481089",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrizap",0,FALSE,FALSE,NA,NA
"42","RT @oh_oh_denhaag: #BREAKINGNEWS

Den Haag zet eerste stap naar onafhankelijkheid, een eigen munt
#denhaag #Catalonia #dromenzijnbedrog htt…",FALSE,0,NA,2017-11-30 23:23:04,FALSE,NA,"936375052253134848",NA,"<a href=""https://twitter.com/JordCatBot"" rel=""nofollow"">Jordan Ritchie</a>","Breaking24_7",2,TRUE,FALSE,NA,NA
"43","RT @romaynephoenix: #Catalonia #CatalonianIndependence #ColmToibin
https://t.co/kJ50hlwiOI",FALSE,0,NA,2017-11-30 23:22:56,FALSE,NA,"936375019692847104",NA,"<a href=""http://catalanrobot.jim.cat"" rel=""nofollow"">Catalonia RT</a>","CatalanRobot",12,TRUE,FALSE,NA,NA
"44","#Catalonia #CatalonianIndependence #ColmToibin
https://t.co/kJ50hlwiOI",FALSE,13,NA,2017-11-30 23:22:39,FALSE,NA,"936374949278777344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","romaynephoenix",12,FALSE,FALSE,NA,NA
"45","RT @KRLS: In #Catalonia Rajoy receives 8,5% of votes. But according to Juncker, @marianorajoy has a lot (?) of support in Europe for his po…",FALSE,0,NA,2017-11-30 23:22:27,FALSE,NA,"936374899664474112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","omorfeo",10088,TRUE,FALSE,NA,NA
"46","RT @oh_oh_denhaag: #BREAKINGNEWS

Den Haag zet eerste stap naar onafhankelijkheid, een eigen munt
#denhaag #Catalonia #dromenzijnbedrog htt…",FALSE,0,NA,2017-11-30 23:21:44,FALSE,NA,"936374717677752320",NA,"<a href=""http://catalanrobot.jim.cat"" rel=""nofollow"">Catalonia RT</a>","CatalanRobot",2,TRUE,FALSE,NA,NA
"47","#BREAKINGNEWS

Den Haag zet eerste stap naar onafhankelijkheid, een eigen munt
#denhaag #Catalonia #dromenzijnbedrog https://t.co/xBOO4cTSIZ",FALSE,0,NA,2017-11-30 23:21:20,FALSE,NA,"936374616293085185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oh_oh_denhaag",2,FALSE,FALSE,NA,NA
"48","RT @denterd: The Spanish ""democracy"" forbids the yellow awareness ribbons (to show solidarity with the jailed ministers of #Catalonia) duri…",FALSE,0,NA,2017-11-30 23:21:07,FALSE,NA,"936374561364430848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeremyPoole2",2130,TRUE,FALSE,NA,NA
"49","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:21:05,FALSE,NA,"936374553000935425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MeridelNord",637,TRUE,FALSE,NA,NA
"50","RT @ramontremosa: Radios in #Catalan language: audience reaches record high ever, clearly leading marketshare in #Catalonia

Congratulation…",FALSE,0,NA,2017-11-30 23:21:03,FALSE,NA,"936374546231382017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlbertPuigvert",92,TRUE,FALSE,NA,NA
"51","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:19:48,FALSE,NA,"936374231482404864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alex41894092",637,TRUE,FALSE,NA,NA
"52","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:19:20,FALSE,NA,"936374115946045440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gianni_vacca",637,TRUE,FALSE,NA,NA
"53","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:18:34,FALSE,NA,"936373919547908097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","niskas",637,TRUE,FALSE,NA,NA
"54","RT @annagestio: A Justice Minister, the one #Spain have, and govt that #EU defend.
He's kiding about the injured people 1 Oct in #Catalonia…",FALSE,0,NA,2017-11-30 23:18:08,FALSE,NA,"936373810852442119",NA,"<a href=""http://catalanrobot.jim.cat"" rel=""nofollow"">Catalonia RT</a>","CatalanRobot",2,TRUE,FALSE,NA,NA
"55","RT @katieinhalifax: Beautiful #Catalonia https://t.co/21DghQZAyR",FALSE,0,NA,2017-11-30 23:17:52,FALSE,NA,"936373746176352258",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","lidiabusom",3,TRUE,FALSE,NA,NA
"56","A Justice Minister, the one #Spain have, and govt that #EU defend.
He's kiding about the injured people 1 Oct in… https://t.co/1a24s50L1U",FALSE,0,NA,2017-11-30 23:17:18,TRUE,NA,"936373603242823681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","annagestio",2,FALSE,FALSE,NA,NA
"57","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:17:00,FALSE,NA,"936373526579294208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Angelsplana",637,TRUE,FALSE,NA,NA
"58","RT @Ikoniclondon: Could #Barcelona seek independence from #Catalonia? https://t.co/7Ry62MxrY8",FALSE,0,NA,2017-11-30 23:16:07,FALSE,NA,"936373305610817538",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoeAlvarezUK",1,TRUE,FALSE,NA,NA
"59","RT @denterd: 30 MEPs from 5 different EU party groups demand the release of #Catalonia's political &amp; social leaders jailed in Spain https:/…",FALSE,0,NA,2017-11-30 23:15:03,FALSE,NA,"936373037808701442",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Zacur22",24,TRUE,FALSE,NA,NA
"60","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:14:23,FALSE,NA,"936372866924384256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","porabajo",637,TRUE,FALSE,NA,NA
"61","RT @RobertHMerriman: Catalans defending freedom.  

#catalonia #catalunya #spain https://t.co/rFSqwBgmrx",FALSE,0,NA,2017-11-30 23:14:16,FALSE,NA,"936372837459341312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PanadesPb",23,TRUE,FALSE,NA,NA
"62","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:13:11,FALSE,NA,"936372565538496513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","j0s4u1",637,TRUE,FALSE,NA,NA
"63","RT @globurl: I love the people of Siurana, they cook well . Don't you agree? #catalonia",FALSE,0,NA,2017-11-30 23:11:31,FALSE,NA,"936372148570083329",NA,"<a href=""http://catalanrobot.jim.cat"" rel=""nofollow"">Catalonia RT</a>","CatalanRobot",1,TRUE,FALSE,NA,NA
"64","I love the people of Siurana, they cook well . Don't you agree? #catalonia",FALSE,0,NA,2017-11-30 23:11:15,FALSE,NA,"936372078785323015",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","globurl",1,FALSE,FALSE,NA,NA
"65","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:08:59,FALSE,NA,"936371509576306688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AliciaCorominas",637,TRUE,FALSE,NA,NA
"66","RT @BOICOT_PROD_CAT: Le debemos un monumento, gracias por compartir lo que algunos niegan...#shame #catalonia #indoctrination https://t.co/…",FALSE,0,NA,2017-11-30 23:08:56,FALSE,NA,"936371498746605571",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VivoFernandez",20,TRUE,FALSE,NA,NA
"67","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:08:51,FALSE,NA,"936371477921894400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","criptoindepe",637,TRUE,FALSE,NA,NA
"68","RT @MfHau: Asking @sapoconcho how things are going in #Catalonia: 
-Well, we can't complain
-Everything's alright then?
-No no, I mean we l…",FALSE,0,NA,2017-11-30 23:06:33,FALSE,NA,"936370896872378368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Llibertatydmoc",184,TRUE,FALSE,NA,NA
"69","Le Cap de Creus #costabrava #emporda #catalonia #catalogne
https://t.co/VJZVMu3Doc https://t.co/oagrY8Qbkk",FALSE,0,NA,2017-11-30 23:05:15,FALSE,NA,"936370571352461313",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarCamping",0,FALSE,FALSE,NA,NA
"70","@EsquerraTarrega @m_caus_b @novatarrega @MesTarga @FedRegERCLleida @martarovira @bernatsole @martavilaltat… https://t.co/pbR084RWQ0",FALSE,0,"EsquerraTarrega",2017-11-30 23:04:53,TRUE,"936304515686522885","936370476955389952","23986563","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","xavira75",1,FALSE,FALSE,NA,NA
"71","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:04:10,FALSE,NA,"936370298538070021",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DolorsMasats",637,TRUE,FALSE,NA,NA
"72","RT @RobertHMerriman: Catalans defending freedom.  

#catalonia #catalunya #spain https://t.co/rFSqwBgmrx",FALSE,0,NA,2017-11-30 23:04:05,FALSE,NA,"936370276199272450",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tpreintjes",23,TRUE,FALSE,NA,NA
"73","RT @RobertHMerriman: Catalans defending freedom.  

#catalonia #catalunya #spain https://t.co/rFSqwBgmrx",FALSE,0,NA,2017-11-30 23:03:27,FALSE,NA,"936370117113466880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CataloniaHelp2",23,TRUE,FALSE,NA,NA
"74","RT @KarnaMikko: I guess #Spain will next ban #Catalonia's flag and yellow ribbons... This is is absolutely crazy. Wake up #Europe and #Help…",FALSE,0,NA,2017-11-30 23:02:32,FALSE,NA,"936369885185179648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lidianogueb",637,TRUE,FALSE,NA,NA
"75","RT @jurgenvontopfer: Heard rumours that yellow is being banned in #Catalonia
Is this new nonsense true? #indyref 
Are we banning blue in #S…",FALSE,0,NA,2017-11-30 23:01:52,FALSE,NA,"936369719011135489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anoukita",31,TRUE,FALSE,NA,NA
"76","RT @SoleJosep: Apparently democracy means that you can brake the law as long as you are an elected politician. #catalonia #nationalism #pop…",FALSE,0,NA,2017-11-30 23:01:23,FALSE,NA,"936369595002351616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","sarcasmodigame",8,TRUE,FALSE,NA,NA
"77","@VilaWeb @spainispain @CorruPPtion &amp; fascism
#Catalonia #lovedemocracy #FreeCatalanPoliticalPrisoners  
WHERE ARE… https://t.co/1cgNuGvIoy",FALSE,0,"VilaWeb",2017-11-30 23:00:49,TRUE,"936361728077688834","936369455432589312","151085945","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","xavira75",1,FALSE,FALSE,NA,NA
"78","@ADIC_Cultura @CulturaAragon @tv3cat @diariARA @VilaWeb @omnium @naciodigital @AdicJust @rac1 @spainispain… https://t.co/52Q4tFhtsQ",FALSE,1,"ADIC_Cultura",2017-11-30 23:00:21,TRUE,"936225919932469248","936369337660792833","935165563814531073","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","xavira75",1,FALSE,FALSE,NA,NA
